ID,predict
52752,0.73
53773,0.3
50112,0.16
53174,0.65
50414,0.48
52637,0.41
51214,0.62
50338,0.58
52534,0.04
53812,0.13
51076,0.14
53100,0.16
51089,0.03
52922,0.06
51269,0.88
51826,0.21
53842,0.22
53393,0.35
52891,0.05
53014,0.43
52642,0.33
50927,0.56
52356,0.5
51926,0.64
53458,0.17
51895,0.02
51378,0.8
52106,0.31
50159,0.16
54190,0.17
52234,0.16
50244,0.35
53439,0.05
51099,0.25
52205,0.16
52174,0.08
51768,0.55
53795,0.33
52370,0.2
54246,0.87
51083,0.17
52852,0.49
53284,0.33
52825,0.48
53175,0.12
54214,0.25
52230,0.04
52901,0.07
50845,0.42
54283,0.15
51544,0.59
53515,0.17
54038,0.3
51794,0.04
51252,0.68
51773,0.05
50273,0.07
52923,0.2
50182,0.72
54084,0.36
51075,0.1
53269,0.8
51817,0.21
54130,0.43
50462,0.63
53523,0.14
52137,0.09
53296,0.6
54184,0.28
53558,0.9
50050,0.16
53771,0.12
50853,0.45
52463,0.19
52724,0.29
53438,0.59
50534,0.69
51854,0.09
50234,0.8
51513,0.28
50680,0.86
54109,0.15
53939,0.05
50581,0.15
52449,0.68
50698,0.49
51761,0.28
50438,0.04
50527,0.29
50628,0.32
53440,0.34
51900,0.25
50717,0.12
51887,0.75
53223,0.13
51463,0.18
52180,0.05
50738,0.14
52077,0.13
52687,0.63
50238,0.68
51359,0.51
52371,0.09
51878,0.21
53817,0.3
50227,0.18
52256,0.06
51020,0.24
51582,0.5
53587,0.81
53952,0.16
51975,0.12
51771,0.98
53738,0.09
52398,0.1
53320,0.22
53627,0.66
50051,0.28
50507,0.15
53108,0.46
53681,0.24
53150,0.36
53085,0.01
51699,0.21
52623,0.25
51285,0.09
50478,0.35
53989,0.17
51801,0.19
52241,0.2
53456,0.09
52452,0.4
51614,0.11
53741,0.1
53704,0.2
51825,0.01
52942,0.13
51584,0.26
52539,0.44
53903,0.44
52754,0.73
53761,0.97
53711,0.17
51287,0.3
50000,0.5
53317,0.92
52009,0.14
51784,0.97
52297,0.14
53541,0.32
50889,0.21
53180,0.9
53498,0.13
52753,0.25
50979,0.26
52331,0.95
52361,0.15
52644,0.18
51763,0.14
54155,0.34
54061,0.47
54143,0.44
50367,0.84
52162,0.78
53034,0.26
53017,0.09
52982,0.13
54248,0.17
50978,0.27
53750,0.22
51265,0.7
52782,0.06
52859,0.22
51749,0.53
53532,0.19
50849,0.11
52065,0.22
51209,0.05
50114,0.32
52978,0.47
50818,0.11
50787,0.07
52603,0.24
53224,0.22
51056,0.26
54111,0.33
52546,0.39
52667,0.12
53577,0.09
54050,0.11
51427,0.05
53731,0.74
53918,0.07
53029,0.38
50241,0.06
50529,0.25
51180,0.74
51442,0.22
51772,0.09
54231,0.52
53618,0.07
50506,0.42
51579,0.48
53957,0.19
54160,0.75
52058,0.77
51751,0.33
52005,0.4
53709,0.1
53250,0.28
52300,0.24
51629,0.65
50805,0.27
54040,0.12
51124,0.81
53649,0.27
50314,0.23
51777,0.11
53944,0.2
52566,0.49
52513,0.1
50931,0.17
51685,0.16
54078,0.29
52890,0.05
53716,0.05
53518,0.16
50362,0.21
53732,0.2
50630,0.07
54186,0.28
51788,0.58
52369,0.62
52233,0.17
53204,0.22
52916,0.23
52804,0.2
53871,0.32
53958,0.31
50119,0.12
51959,0.05
51062,0.92
50840,0.12
50493,0.16
50443,0.05
51842,0.36
53156,0.41
50019,0.61
50418,0.43
53945,0.57
50991,0.67
50385,0.15
50929,0.58
50264,0.24
51452,0.15
52158,0.14
53210,0.34
50934,0.03
54290,0.13
50275,0.55
53400,0.49
51723,0.24
50133,0.34
51759,0.16
51307,0.5
50496,0.2
50335,0.12
53335,0.29
53214,0.13
50441,0.58
53161,0.07
53995,0.51
53095,0.17
53151,0.23
53776,0.15
51394,0.1
51350,0.14
52552,0.06
50408,0.05
51115,0.24
53153,0.53
51255,0.81
51866,0.32
50140,0.54
52685,0.49
53885,0.23
50688,0.84
53864,0.21
50583,0.22
50332,0.11
51293,0.82
54023,0.2
53775,0.6
51945,0.04
